Date,Close,Volume,Return
2000-03-29,151.2187957763672,6747500,0.0010346174240112305
2000-03-30,148.6875,9491900,-0.016739308834075928
2000-03-31,150.375,9249100,0.011349320411682129
2000-04-03,151.25,8508200,0.005818843841552734
2000-04-04,145.75,21056400,-0.03636366128921509
2000-04-05,149.1875,8227900,0.023584961891174316
2000-04-06,150.48440551757812,6378500,0.008693099021911621
2000-04-07,151.4375,6023600,0.006333470344543457
2000-04-10,150.8437957763672,9624200,-0.003920435905456543
2000-04-11,150.4062957763672,9006400,-0.002900362014770508
2000-04-12,146.2812957763672,10779700,-0.027425706386566162
2000-04-13,144.25,12226800,-0.013886213302612305
2000-04-14,138.375,29603800,-0.04072791337966919
2000-04-17,140.75,23918200,0.017163515090942383
2000-04-18,144.4687957763672,10955700,0.026421308517456055
2000-04-19,143.125,6553700,-0.00930166244506836
2000-04-20,143.8125,8537600,0.0048035383224487305
2000-04-24,142.25,12893100,-0.010864853858947754
2000-04-25,148.1562957763672,14102000,0.04152047634124756
2000-04-26,146.48440551757812,7711100,-0.01128464937210083
2000-04-27,146.0,15595300,-0.003306865692138672
2000-04-28,145.0937957763672,8743400,-0.006206870079040527
2000-05-01,147.0625,7328300,0.013568520545959473
2000-05-02,144.125,9411900,-0.01997452974319458
2000-05-03,141.625,12180700,-0.01734602451324463
2000-05-04,141.8125,5963600,0.0013239383697509766
2000-05-05,143.5312957763672,7862400,0.012120246887207031
2000-05-08,142.45309448242188,5064100,-0.0075119733810424805
2000-05-09,141.3125,5619800,-0.008006811141967773
2000-05-10,138.125,10293900,-0.0225563645362854
2000-05-11,141.2812957763672,7091100,0.022850990295410156
2000-05-12,142.8125,5960800,0.010838031768798828
2000-05-15,145.2812957763672,4441300,0.017287015914916992
2000-05-16,146.5625,8192000,0.008818745613098145
2000-05-17,145.1562957763672,5906900,-0.009594559669494629
2000-05-18,143.8125,4325300,-0.00925755500793457
2000-05-19,141.125,6518400,-0.018687546253204346
2000-05-22,140.0625,10839400,-0.007528781890869141
2000-05-23,138.0,7979200,-0.014725565910339355
2000-05-24,140.25,11084500,0.016304373741149902
2000-05-25,137.8437957763672,8278900,-0.017156541347503662
2000-05-26,138.0,4814000,0.0011332035064697266
2000-05-30,142.7187957763672,5362600,0.034194231033325195
2000-05-31,142.8125,6056500,6.566047668457031E-4
2000-06-01,145.3125,8961600,0.017505526542663574
2000-06-02,147.8437957763672,8962200,0.01741969585418701
2000-06-05,147.125,6998100,-0.0048618316650390625
2000-06-06,146.4687957763672,4858900,-0.004460155963897705
2000-06-07,147.48440551757812,4919500,0.006933927536010742
2000-06-08,146.9062957763672,5723100,-0.003919780254364014
2000-06-09,146.5937957763672,3085300,-0.002127230167388916
2000-06-12,144.875,3436800,-0.011724889278411865
2000-06-13,147.5937957763672,6551500,0.01876652240753174
2000-06-14,147.8437957763672,6407100,0.0016938447952270508
2000-06-15,148.1562957763672,5776200,0.0021136999130249023
2000-06-16,146.5937957763672,5526200,-0.010546267032623291
2000-06-19,148.4687957763672,5090500,0.012790441513061523
2000-06-20,147.9375,5662300,-0.003578484058380127
2000-06-21,147.8437957763672,3112700,-6.334185600280762E-4
2000-06-22,145.625,7486500,-0.01500767469406128
2000-06-23,144.375,4469900,-0.008583664894104004
2000-06-26,146.23440551757812,5194800,0.012879014015197754
2000-06-27,145.1562957763672,4076600,-0.007372498512268066
2000-06-28,145.5625,5320100,0.00279843807220459
2000-06-29,144.1875,6339200,-0.00944608449935913
2000-06-30,145.2812957763672,7396600,0.007585883140563965
2000-07-03,147.2812957763672,1431900,0.01376640796661377
2000-07-05,144.625,2714800,-0.018035531044006348
2000-07-06,145.75,5382900,0.007778763771057129
2000-07-07,148.0937957763672,3021300,0.01608097553253174
2000-07-10,147.8437957763672,2814500,-0.0016881227493286133
2000-07-11,148.1562957763672,5420700,0.0021136999130249023
2000-07-12,149.125,5800700,0.00653839111328125
2000-07-13,149.7812957763672,5354100,0.004400968551635742
2000-07-14,151.25,5335200,0.009805679321289062
2000-07-17,151.0,3933000,-0.0016528964042663574
2000-07-18,149.76559448242188,4245600,-0.008174896240234375
2000-07-19,148.6875,8294200,-0.0071985721588134766
2000-07-20,150.625,4283000,0.013030648231506348
2000-07-21,147.6875,5370400,-0.019502103328704834
2000-07-24,146.8437957763672,5625300,-0.005712747573852539
2000-07-25,147.3125,4488800,0.003191828727722168
2000-07-26,145.875,11773300,-0.009758174419403076
2000-07-27,145.375,7640000,-0.003427565097808838
2000-07-28,142.0937957763672,6217100,-0.02257061004638672
2000-07-31,142.9062957763672,5235000,0.005718111991882324
2000-08-01,143.875,3939600,0.006778597831726074
2000-08-02,144.5937957763672,7432900,0.004995942115783691
2000-08-03,145.5937957763672,4544800,0.006915926933288574
2000-08-04,146.375,3679600,0.005365610122680664
2000-08-07,148.125,4134500,0.011955618858337402
2000-08-08,148.6875,3591700,0.0037974119186401367
2000-08-09,147.4375,5350900,-0.008406877517700195
2000-08-10,146.7187957763672,4188400,-0.0048746466636657715
2000-08-11,147.32809448242188,5080900,0.004152774810791016
2000-08-14,149.2812957763672,2917200,0.013257503509521484
2000-08-15,149.1562957763672,5547600,-8.373260498046875E-4
2000-08-16,148.625,5136900,-0.003562033176422119
2000-08-17,150.1875,5612800,0.010513067245483398
2000-08-18,149.6875,4620800,-0.003329157829284668
2000-08-21,150.5625,2359900,0.005845546722412109
2000-08-22,150.3125,3017900,-0.001660466194152832
2000-08-23,150.8437957763672,5477500,0.003534555435180664
2000-08-24,151.3125,4522400,0.0031071901321411133
2000-08-25,151.25,2820400,-4.1306018829345703E-4
2000-08-28,151.76559448242188,5497400,0.0034089088439941406
2000-08-29,151.79690551757812,3528200,2.0635128021240234E-4
2000-08-30,150.3437957763672,3948600,-0.009572744369506836
2000-08-31,152.3437957763672,4820800,0.013302803039550781
2000-09-01,152.375,3152900,2.048015594482422E-4
2000-09-05,151.2812957763672,3450400,-0.00717771053314209
2000-09-06,149.7812957763672,4164100,-0.009915292263031006
2000-09-07,150.8437957763672,4078800,0.007093667984008789
2000-09-08,149.8125,3476100,-0.006836831569671631
2000-09-11,149.5937957763672,3933800,-0.0014598369598388672
2000-09-12,148.4687957763672,4742500,-0.0075203776359558105
2000-09-13,148.89059448242188,4555100,0.0028409957885742188
2000-09-14,148.4687957763672,3391400,-0.002832949161529541
2000-09-15,146.0937957763672,4075700,-0.01599663496017456
2000-09-18,144.6562957763672,5104300,-0.00983959436416626
2000-09-19,145.9687957763672,6547800,0.009073257446289062
2000-09-20,144.89059448242188,6498500,-0.007386505603790283
2000-09-21,145.1875,5346600,0.0020492076873779297
2000-09-22,145.2812957763672,7587400,6.459951400756836E-4
2000-09-25,144.1562957763672,9715400,-0.0077435970306396484
2000-09-26,142.4062957763672,5281200,-0.012139618396759033
2000-09-27,143.1562957763672,6049300,0.005266666412353516
2000-09-28,146.125,6842800,0.020737528800964355
2000-09-29,143.625,8311700,-0.017108619213104248
2000-10-02,143.8437957763672,5517800,0.0015233755111694336
2000-10-03,142.5,9347200,-0.009342074394226074
2000-10-04,143.6875,6149000,0.008333325386047363
2000-10-05,144.1875,4566900,0.0034797191619873047
2000-10-06,141.0625,10014900,-0.021673142910003662
2000-10-09,140.0,4508000,-0.0075321197509765625
2000-10-10,137.6875,6104700,-0.01651787757873535
2000-10-11,136.5312957763672,10366000,-0.008397281169891357
2000-10-12,133.125,12336800,-0.024948835372924805
2000-10-13,137.5625,11776800,0.03333330154418945
2000-10-16,138.1875,5659000,0.004543423652648926
2000-10-17,134.75,7831700,-0.024875640869140625
2000-10-18,134.25,10897300,-0.0037105679512023926
2000-10-19,139.2812957763672,8767300,0.03747701644897461
2000-10-20,139.9062957763672,7373500,0.004487276077270508
2000-10-23,140.5312957763672,5290000,0.0044672489166259766
2000-10-24,139.5937957763672,5750700,-0.006671130657196045
2000-10-25,136.3125,9136100,-0.0235060453414917
2000-10-26,136.6875,9345800,0.002750992774963379
2000-10-27,139.2812957763672,9762900,0.01897609233856201
2000-10-30,140.5312957763672,10154100,0.008974671363830566
2000-10-31,142.95309448242188,7752400,0.01723313331604004
2000-11-01,142.4687957763672,6753600,-0.0033878087997436523
2000-11-02,142.70309448242188,11395100,0.0016446113586425781
2000-11-03,142.7812957763672,5187100,5.480051040649414E-4
2000-11-06,143.7812957763672,4042500,0.007003664970397949
2000-11-07,143.75,5231300,-2.1767616271972656E-4
2000-11-08,140.5625,6123300,-0.022173941135406494
2000-11-09,140.0312957763672,10635300,-0.003779113292694092
2000-11-10,136.625,8569500,-0.024325251579284668
2000-11-13,135.5625,17285300,-0.007776737213134766
2000-11-14,139.125,7668900,0.026279449462890625
2000-11-15,139.5625,8837700,0.0031446218490600586
2000-11-16,137.375,6684100,-0.01567399501800537
2000-11-17,136.64059448242188,6551100,-0.0053460001945495605
2000-11-20,134.6875,5458500,-0.014293670654296875
2000-11-21,135.375,7684300,0.005104422569274902
2000-11-22,132.14059448242188,5736900,-0.02389216423034668
2000-11-24,134.8437957763672,3411600,0.020457029342651367
2000-11-27,136.0312957763672,5992000,0.008806467056274414
2000-11-28,133.6875,5336100,-0.017229855060577393
2000-11-29,133.4375,6914100,-0.0018700361251831055
2000-11-30,132.2812957763672,11201600,-0.00866478681564331
2000-12-01,132.2187957763672,7587200,-4.724860191345215E-4
2000-12-04,133.3437957763672,6996400,0.008508682250976562
2000-12-05,137.7187957763672,8883400,0.03280997276306152
2000-12-06,135.51559448242188,12888000,-0.01599782705307007
2000-12-07,133.6562957763672,6529100,-0.013720154762268066
2000-12-08,133.9687957763672,10276100,0.0023380517959594727
2000-12-11,138.625,6405600,0.03475594520568848
2000-12-12,138.0312957763672,5022900,-0.004282832145690918
2000-12-13,136.14059448242188,6070500,-0.013697624206542969
2000-12-14,134.4062957763672,7778400,-0.012739002704620361
2000-12-15,130.9687957763672,9065300,-0.025575459003448486
2000-12-18,132.7187957763672,7235400,0.013361930847167969
2000-12-19,130.01559448242188,9616700,-0.020367860794067383
2000-12-20,126.25,9994200,-0.02896261215209961
2000-12-21,127.125,14331500,0.006930708885192871
2000-12-22,130.9375,10182900,0.029990196228027344
2000-12-26,132.3437957763672,4665300,0.010740160942077637
2000-12-27,133.3125,4854100,0.0073195695877075195
2000-12-28,133.7187957763672,8358700,0.0030477046966552734
2000-12-29,131.1875,8774600,-0.018930017948150635
2001-01-02,128.8125,8737400,-0.018103837966918945
2001-01-03,135.0,19431600,0.0480349063873291
2001-01-04,133.54690551757812,9219000,-0.01076364517211914
2001-01-05,129.1875,12911400,-0.032643258571624756
2001-01-08,130.1875,6625300,0.00774073600769043
2001-01-09,129.8437957763672,5702400,-0.002640068531036377
2001-01-10,132.125,8746100,0.01756882667541504
2001-01-11,132.25,7245300,9.46044921875E-4
2001-01-12,132.0,7244000,-0.0018903613090515137
2001-01-16,132.8437957763672,8542200,0.006392359733581543
2001-01-17,133.45309448242188,7851400,0.004586577415466309
2001-01-18,134.7812957763672,8106900,0.009952545166015625
2001-01-19,134.01559448242188,7782500,-0.005681037902832031
2001-01-22,134.9062957763672,7050900,0.006646275520324707
2001-01-23,135.9687957763672,8463100,0.007875800132751465
2001-01-24,136.375,6199900,0.002987504005432129
2001-01-25,136.0312957763672,10818300,-0.002520263195037842
2001-01-26,135.875,7136800,-0.001148998737335205
2001-01-29,136.60000610351562,6705900,0.005335807800292969
2001-01-30,137.8000030517578,7069100,0.008784770965576172
2001-01-31,137.02000427246094,9706900,-0.005660355091094971
2001-02-01,137.92999267578125,8239600,0.006641268730163574
2001-02-02,134.8000030517578,8276500,-0.022692620754241943
2001-02-05,135.7899932861328,4352900,0.0073441267013549805
2001-02-06,135.38999938964844,7106700,-0.0029456615447998047
2001-02-07,134.69000244140625,5748700,-0.005170226097106934
2001-02-08,133.1199951171875,5943300,-0.011656463146209717
2001-02-09,131.83999633789062,9913000,-0.00961536169052124
2001-02-12,133.35000610351562,5804400,0.011453390121459961
2001-02-13,132.25999450683594,6587600,-0.00817406177520752
2001-02-14,132.05999755859375,8400100,-0.0015121698379516602
2001-02-15,133.33999633789062,5928600,0.009692549705505371
2001-02-16,130.39999389648438,6434900,-0.022048890590667725
2001-02-20,128.38999938964844,5760000,-0.015414059162139893
2001-02-21,125.62000274658203,10910800,-0.021574854850769043
2001-02-22,125.80999755859375,21281600,0.0015124082565307617
2001-02-23,124.95999908447266,20173000,-0.006756186485290527
2001-02-26,127.62000274658203,11502600,0.021286845207214355
2001-02-27,126.44000244140625,11415000,-0.009246230125427246
2001-02-28,123.94999694824219,14831100,-0.019693195819854736
2001-03-01,124.5999984741211,14672000,0.005244016647338867
2001-03-02,123.61000061035156,12564300,-0.007945418357849121
2001-03-05,124.73999786376953,5293200,0.009141683578491211
2001-03-06,126.08000183105469,6917000,0.010742425918579102
2001-03-07,126.9800033569336,6371700,0.007138371467590332
2001-03-08,127.12000274658203,6055000,0.0011025667190551758
2001-03-09,123.36000061035156,10020300,-0.02957838773727417
2001-03-12,118.08000183105469,13972900,-0.04280155897140503
2001-03-13,120.0199966430664,12887200,0.016429543495178223
2001-03-14,117.6500015258789,19883400,-0.01974666118621826
2001-03-15,117.68000030517578,10370300,2.549886703491211E-4
2001-03-16,115.01000213623047,58515400,-0.022688627243041992
2001-03-19,117.3499984741211,10067800,0.02034604549407959
2001-03-20,114.19999694824219,15086900,-0.026842772960662842
2001-03-21,112.26000213623047,19004700,-0.01698768138885498
2001-03-22,111.12000274658203,28625600,-0.010154962539672852
2001-03-23,114.4800033569336,12861700,0.030237555503845215
2001-03-26,115.94000244140625,9943800,0.01275336742401123
2001-03-27,118.30999755859375,12881200,0.020441532135009766
2001-03-28,115.04000091552734,10953300,-0.02763921022415161
2001-03-29,115.4800033569336,12061400,0.0038248300552368164
2001-03-30,116.69000244140625,9183600,0.010478019714355469
2001-04-02,114.19999694824219,10561000,-0.02133864164352417
2001-04-03,110.38999938964844,12836000,-0.033362507820129395
2001-04-04,110.8499984741211,14884500,0.004167079925537109
2001-04-05,115.05000305175781,21517600,0.03788912296295166
2001-04-06,113.30000305175781,14937800,-0.015210747718811035
2001-04-09,114.55999755859375,9034300,0.011120915412902832
2001-04-10,116.6500015258789,17873300,0.018243789672851562
2001-04-11,116.7300033569336,12722300,6.858110427856445E-4
2001-04-12,118.8499984741211,9233200,0.018161535263061523
2001-04-16,117.5999984741211,7348700,-0.010517477989196777
2001-04-17,119.26000213623047,10924700,0.014115691184997559
2001-04-18,124.0,32491000,0.03974509239196777
2001-04-19,125.6500015258789,13810400,0.013306498527526855
2001-04-20,124.5,7626700,-0.009152412414550781
2001-04-23,122.23999786376953,8451800,-0.01815265417098999
2001-04-24,121.58000183105469,10045300,-0.005399167537689209
2001-04-25,123.16999816894531,8249000,0.013077735900878906
2001-04-26,123.72000122070312,10590400,0.004465341567993164
2001-04-27,125.77999877929688,8048900,0.01665043830871582
2001-04-30,124.91000366210938,10764900,-0.006916821002960205
2001-05-01,127.05000305175781,10578100,0.017132282257080078
2001-05-02,126.81999969482422,9572900,-0.001810312271118164
2001-05-03,125.20999908447266,9926200,-0.012695133686065674
2001-05-04,127.33999633789062,12145300,0.017011404037475586
2001-05-07,126.23999786376953,7185200,-0.008638262748718262
2001-05-08,126.18000030517578,6952600,-4.7528743743896484E-4
2001-05-09,125.6500015258789,9507400,-0.004200339317321777
2001-05-10,126.0199966430664,6872400,0.0029447078704833984
2001-05-11,125.1500015258789,7736600,-0.006903648376464844
2001-05-14,125.4000015258789,7914000,0.0019975900650024414
2001-05-15,125.9800033569336,9782200,0.004625201225280762
2001-05-16,128.9499969482422,14916200,0.0235750675201416
2001-05-17,129.14999389648438,11828900,0.001550912857055664
2001-05-18,129.74000549316406,6683300,0.00456845760345459
2001-05-21,131.64999389648438,11532100,0.01472163200378418
2001-05-22,131.47999572753906,8343200,-0.0012912750244140625
2001-05-23,129.25,12331000,-0.016960740089416504
2001-05-24,129.6300048828125,7905400,0.002940058708190918
2001-05-25,128.10000610351562,7425000,-0.0118027925491333
2001-05-29,127.08000183105469,9012300,-0.007962584495544434
2001-05-30,125.30000305175781,10041800,-0.01400691270828247
2001-05-31,125.94999694824219,9875200,0.005187511444091797
2001-06-01,126.7300033569336,8848300,0.006193041801452637
2001-06-04,127.33999633789062,5634700,0.0048133134841918945
2001-06-05,128.8000030517578,9115600,0.01146543025970459
2001-06-06,127.7300033569336,12064900,-0.008307456970214844
2001-06-07,128.19000244140625,7355300,0.0036013126373291016
2001-06-08,127.0,8170600,-0.009283125400543213
2001-06-11,126.0999984741211,7012200,-0.007086634635925293
2001-06-12,125.87999725341797,9368500,-0.0017446279525756836
2001-06-13,124.80000305175781,7629400,-0.008579552173614502
2001-06-14,122.0,12603300,-0.022435903549194336
2001-06-15,121.8499984741211,16821300,-0.0012295246124267578
2001-06-18,121.26000213623047,11368800,-0.004841983318328857
2001-06-19,121.79000091552734,7732300,0.0043708086013793945
2001-06-20,122.43000030517578,8787200,0.005254983901977539
2001-06-21,123.81999969482422,12259100,0.011353373527526855
2001-06-22,122.8499984741211,12212000,-0.00783395767211914
2001-06-25,121.72000122070312,8406800,-0.009198188781738281
2001-06-26,121.55000305175781,8006400,-0.0013966560363769531
2001-06-27,121.4800033569336,10105100,-5.759000778198242E-4
2001-06-28,122.1500015258789,10271000,0.005515336990356445
2001-06-29,122.5999984741211,9824200,0.003683924674987793
2001-07-02,124.12999725341797,8522300,0.012479543685913086
2001-07-03,124.0999984741211,3303100,-2.4169683456420898E-4
2001-07-05,121.68000030517578,5517800,-0.019500374794006348
2001-07-06,119.05000305175781,11666200,-0.02161407470703125
2001-07-09,119.69999694824219,8339300,0.005459785461425781
2001-07-10,118.26000213623047,8630700,-0.01203000545501709
2001-07-11,118.37999725341797,15329700,0.00101470947265625
2001-07-12,121.19000244140625,12004800,0.023737192153930664
2001-07-13,122.23999786376953,10433600,0.00866401195526123
2001-07-16,120.70999908447266,6915300,-0.012516379356384277
2001-07-17,121.83999633789062,7470300,0.00936126708984375
2001-07-18,121.01000213623047,7709300,-0.006812155246734619
2001-07-19,122.06999969482422,10082900,0.008759617805480957
2001-07-20,121.33999633789062,6705800,-0.005980193614959717
2001-07-23,118.94999694824219,8065200,-0.019696712493896484
2001-07-24,117.80000305175781,12271000,-0.00966787338256836
2001-07-25,119.0999984741211,12088900,0.011035561561584473
2001-07-26,120.3499984741211,12930000,0.010495424270629883
2001-07-27,120.80999755859375,8481800,0.0038222074508666992
2001-07-30,120.8499984741211,8547700,3.311634063720703E-4
2001-07-31,121.3499984741211,11918600,0.004137396812438965
2001-08-01,122.11000061035156,11940800,0.0062628984451293945
2001-08-02,122.61000061035156,11070200,0.004094719886779785
2001-08-03,121.94000244140625,10816500,-0.005464494228363037
2001-08-06,120.30000305175781,8550400,-0.013449251651763916
2001-08-07,120.7699966430664,8865100,0.003906846046447754
2001-08-08,118.52999877929688,15183800,-0.018547654151916504
2001-08-09,118.87999725341797,14118500,0.0029528141021728516
2001-08-10,119.29000091552734,11173300,0.0034488439559936523
2001-08-13,119.31999969482422,7435400,2.5153160095214844E-4
2001-08-14,119.2699966430664,13178100,-4.190802574157715E-4
2001-08-15,118.23999786376953,8520600,-0.008635878562927246
2001-08-16,118.6500015258789,10734700,0.003467559814453125
2001-08-17,116.75,11604600,-0.016013503074645996
2001-08-20,117.83000183105469,10417400,0.009250521659851074
2001-08-21,115.81999969482422,14481400,-0.017058491706848145
2001-08-22,117.0199966430664,11752900,0.01036083698272705
2001-08-23,116.5999984741211,8745300,-0.0035890936851501465
2001-08-24,119.0199966430664,11688300,0.020754694938659668
2001-08-27,118.30999755859375,7428100,-0.0059653520584106445
2001-08-28,116.58000183105469,12046600,-0.01462256908416748
2001-08-29,115.54000091552734,16181800,-0.008920907974243164
2001-08-30,113.31999969482422,17693100,-0.019214153289794922
2001-08-31,114.1500015258789,15985700,0.0073244571685791016
2001-09-04,113.41999816894531,24475400,-0.006395101547241211
2001-09-05,113.69999694824219,21477700,0.002468705177307129
2001-09-06,110.7699966430664,21654100,-0.025769591331481934
2001-09-07,108.72000122070312,33133900,-0.018506765365600586
2001-09-10,110.05000305175781,23408700,0.012233257293701172
2001-09-17,104.30000305175781,32393800,-0.05224895477294922
2001-09-18,104.05000305175781,22029200,-0.0023969411849975586
2001-09-19,101.94999694824219,42772100,-0.020182669162750244
2001-09-20,98.70999908447266,36212800,-0.031780242919921875
2001-09-21,97.27999877929688,49783500,-0.014486908912658691
2001-09-24,100.69999694824219,25549800,0.03515625
2001-09-25,101.75,25466200,0.010426998138427734
2001-09-26,101.38999938964844,18587500,-0.003538072109222412
2001-09-27,102.2699966430664,20536800,0.00867927074432373
2001-09-28,104.44000244140625,21787700,0.021218419075012207
2001-10-01,104.2699966430664,20457600,-0.001627802848815918
2001-10-02,105.58000183105469,19833600,0.012563586235046387
2001-10-03,107.3499984741211,32070200,0.016764521598815918
2001-10-04,107.44000244140625,32675500,8.383989334106445E-4
2001-10-05,107.2300033569336,29830200,-0.0019545555114746094
2001-10-08,106.52999877929688,12971200,-0.006528079509735107
2001-10-09,105.95999908447266,15976300,-0.005350589752197266
2001-10-10,108.31999969482422,19987400,0.022272586822509766
2001-10-11,110.0,23008600,0.015509605407714844
2001-10-12,109.5,31361500,-0.004545450210571289
2001-10-15,109.30000305175781,16875000,-0.001826465129852295
2001-10-16,109.98999786376953,15883600,0.006312847137451172
2001-10-17,107.6500015258789,28601700,-0.0212746262550354
2001-10-18,107.41999816894531,16517400,-0.0021365880966186523
2001-10-19,107.3499984741211,21916100,-6.516575813293457E-4
2001-10-22,109.47000122070312,17570900,0.019748568534851074
2001-10-23,108.91000366210938,22064500,-0.005115509033203125
2001-10-24,108.62000274658203,16065400,-0.0026627779006958008
2001-10-25,110.56999969482422,27504000,0.017952442169189453
2001-10-26,110.31999969482422,18623300,-0.0022609829902648926
2001-10-29,107.44999694824219,18733800,-0.026015281677246094
2001-10-30,106.16000366210938,26197900,-0.012005507946014404
2001-10-31,105.80000305175781,28130500,-0.003391087055206299
2001-11-01,108.51000213623047,29807300,0.025614380836486816
2001-11-02,109.25,17577900,0.006819605827331543
2001-11-05,110.68000030517578,15991300,0.013089299201965332
2001-11-06,112.4000015258789,23245900,0.015540361404418945
2001-11-07,112.25,19716800,-0.001334547996520996
2001-11-08,112.5999984741211,22747800,0.0031180381774902344
2001-11-09,112.72000122070312,15897500,0.0010657310485839844
2001-11-12,112.02999877929688,26071600,-0.006121397018432617
2001-11-13,114.55000305175781,15347100,0.022493958473205566
2001-11-14,114.66000366210938,17591400,9.60230827331543E-4
2001-11-15,114.87000274658203,19472400,0.0018315315246582031
2001-11-16,114.36000061035156,18135400,-0.004439830780029297
2001-11-19,115.7699966430664,13682500,0.012329459190368652
2001-11-20,114.80000305175781,16223000,-0.00837862491607666
2001-11-21,114.04000091552734,11471100,-0.006620228290557861
2001-11-23,115.68000030517578,6716900,0.014380931854248047
2001-11-26,115.93000030517578,13729200,0.0021611452102661133
2001-11-27,115.43000030517578,19266400,-0.00431293249130249
2001-11-28,113.33999633789062,20247200,-0.01810622215270996
2001-11-29,114.87000274658203,17265100,0.013499259948730469
2001-11-30,114.05000305175781,13680400,-0.007138490676879883
2001-12-03,113.37000274658203,15220400,-0.0059623122215271
2001-12-04,115.29000091552734,17245800,0.01693570613861084
2001-12-05,117.4000015258789,25204000,0.018301725387573242
2001-12-06,117.33999633789062,17969200,-5.111098289489746E-4
2001-12-07,116.55999755859375,18908000,-0.006647348403930664
2001-12-10,114.37999725341797,13862800,-0.018702805042266846
2001-12-11,114.1500015258789,20833300,-0.002010822296142578
2001-12-12,114.27999877929688,16172400,0.0011388063430786133
2001-12-13,112.05999755859375,19031900,-0.01942598819732666
2001-12-14,113.12999725341797,16722700,0.009548425674438477
2001-12-17,114.30000305175781,13947300,0.010342121124267578
2001-12-18,114.9800033569336,13663900,0.005949258804321289
2001-12-19,115.79000091552734,20147400,0.007044672966003418
2001-12-20,114.6500015258789,14867900,-0.009845376014709473
2001-12-21,114.94999694824219,14042200,0.0026166439056396484
2001-12-24,114.7300033569336,5728800,-0.0019138455390930176
2001-12-26,115.36000061035156,10307900,0.005491137504577637
2001-12-27,116.05999755859375,9407300,0.006067991256713867
2001-12-28,116.0,10593800,-5.169510841369629E-4
2001-12-31,114.30000305175781,14619500,-0.01465517282485962
2002-01-02,115.52999877929688,18651900,0.010761141777038574
2002-01-03,116.83999633789062,15731800,0.011339068412780762
2002-01-04,117.62000274658203,20140600,0.006675839424133301
2002-01-07,116.79000091552734,13106500,-0.0070566534996032715
